match_id,team_side,team_id,team_name,formation_name,period,start_expanded,end_expanded,duration_expanded,score_home,score_away,leader_at_start
1913891,away,62,Celta Vigo,3421,16,0,66,66,0,0,draw
1913891,home,51,Mallorca,4231,16,0,49,49,0,0,draw
1913891,home,51,Mallorca,3412,2,49,71,22,0,1,away
1913891,away,62,Celta Vigo,3421,16,66,76,10,0,1,away
1913891,away,62,Celta Vigo,3421,16,66,66,0,0,1,away
1913891,home,51,Mallorca,3412,2,71,85,14,0,1,away
1913891,home,51,Mallorca,3412,2,71,71,0,0,1,away
1913891,home,51,Mallorca,3412,2,71,71,0,0,1,away
1913891,away,62,Celta Vigo,3421,16,76,77,1,0,1,away
1913891,away,62,Celta Vigo,3421,16,76,76,0,0,1,away
1913891,away,62,Celta Vigo,3421,2,77,93,16,0,1,away
1913891,home,51,Mallorca,3412,2,85,95,10,0,1,away
1913891,away,62,Celta Vigo,3421,2,93,95,2,1,1,draw
